Participant,Trial,State,Deviant,I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6
13,21,CS,No_Deviant,5,2,7,3,8,4,5,1,7,3,8,4
13,22,CS,No_Deviant,4,6,2,8,5,3,4,6,0,0,5,3
13,23,CS,No_Deviant,3,1,8,5,2,6,3,1,8,5,0,0
13,24,CS,No_Deviant,2,4,7,1,8,5,2,4,7,1,8,5
13,25,CS,No_Deviant,8,1,5,2,6,3,8,1,5,2,6,3
13,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,7,0,0
13,28,CS,No_Deviant,7,3,1,6,2,5,7,3,1,6,2,5
13,29,CS,No_Deviant,4,8,6,3,7,2,4,8,6,3,7,2
13,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,6,2,6
13,31,CS,No_Deviant,6,2,8,1,4,7,6,2,8,1,4,0
13,32,CS,No_Deviant,4,6,3,7,1,5,4,6,0,0,1,3
13,33,CS,No_Deviant,5,3,6,4,2,8,5,6,3,4,2,8
13,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,1,3
13,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,1,7,4
13,37,CS,No_Deviant,8,5,1,7,3,6,8,5,1,7,3,6
13,38,CS,No_Deviant,3,7,4,2,6,8,3,7,2,6,0,8
13,39,CS,No_Deviant,5,2,7,3,1,6,5,2,7,3,1,6
13,40,CS,No_Deviant,4,7,2,6,8,3,7,7,2,6,0,8
13,42,CS,No_Deviant,4,7,3,8,5,2,4,7,3,8,5,2
13,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,1,4,2
13,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,5
13,45,CS,No_Deviant,6,2,4,7,3,1,6,0,0,0,4,1
13,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,4,7,2
13,8,CS,With_Deviant,2,7,4,1,5,3,2,7,5,1,4,3
13,18,CS,With_Deviant,5,3,7,1,4,6,5,3,7,1,4,6
13,27,CS,With_Deviant,6,2,8,3,5,1,6,1,8,3,4,5
13,35,CS,With_Deviant,4,7,2,5,3,6,4,8,3,5,0,0
13,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,4,2,8
13,1,SS,No_Deviant,2,5,1,8,4,6,2,5,1,8,4,3
13,2,SS,No_Deviant,7,1,4,2,6,8,7,1,4,2,6,8
13,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,3,4,7
13,4,SS,No_Deviant,3,6,8,1,7,5,3,6,0,0,0,7
13,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,8,1,6
13,7,SS,No_Deviant,8,4,7,1,6,3,8,4,7,1,6,3
13,9,SS,No_Deviant,3,6,2,7,5,8,5,6,2,7,0,0
13,10,SS,No_Deviant,2,5,7,4,6,1,2,5,7,4,0,1
13,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,1,4
13,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,8,3,7
13,13,SS,No_Deviant,8,3,5,1,6,4,8,3,5,1,6,4
13,14,SS,No_Deviant,5,8,3,7,1,6,0,0,0,0,1,6
13,15,SS,No_Deviant,7,5,1,6,4,2,7,5,1,6,0,0
13,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,0,5
13,17,SS,No_Deviant,2,5,8,1,7,3,2,5,8,1,7,5
13,19,SS,No_Deviant,3,8,2,6,1,4,4,8,2,5,1,6
13,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,8,5,1
13,21,SS,No_Deviant,2,6,3,1,4,7,2,6,4,8,3,1
13,22,SS,No_Deviant,5,7,2,8,1,3,5,8,2,0,1,3
13,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,3,8,0
13,24,SS,No_Deviant,3,5,2,7,4,6,3,5,2,7,4,6
13,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,4,8,1
13,26,SS,No_Deviant,3,6,1,8,2,5,3,6,1,8,0,5
13,28,SS,No_Deviant,2,6,8,5,7,3,2,6,5,0,7,0
13,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,1,8,4
13,30,SS,No_Deviant,5,8,4,6,1,3,5,8,4,6,1,3
13,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,3,5,2
13,32,SS,No_Deviant,3,6,8,5,1,7,3,6,8,5,1,7
13,33,SS,No_Deviant,2,8,5,7,4,6,2,6,5,7,0,8
13,34,SS,No_Deviant,6,4,7,2,8,5,0,0,7,2,6,0
13,36,SS,No_Deviant,4,2,8,3,6,1,4,0,0,0,8,0
13,37,SS,No_Deviant,8,5,2,4,7,3,8,4,0,0,7,0
13,38,SS,No_Deviant,6,1,8,3,5,2,6,1,8,3,5,0
13,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,4,1
13,40,SS,No_Deviant,6,2,8,3,7,4,6,8,8,2,4,0
13,42,SS,No_Deviant,4,6,2,5,7,1,4,8,2,5,1,7
13,43,SS,No_Deviant,2,8,4,7,1,6,2,8,1,7,1,6
13,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,0,0
13,45,SS,No_Deviant,6,1,7,4,2,8,6,1,7,4,0,0
13,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,3,0,0
13,8,SS,With_Deviant,4,1,6,8,3,5,4,1,0,0,6,5
13,18,SS,With_Deviant,5,1,4,8,2,6,5,1,4,8,2,0
13,27,SS,With_Deviant,6,2,5,7,3,1,6,8,5,7,3,1
13,35,SS,With_Deviant,8,5,2,6,4,7,8,5,2,6,4,7
13,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,6,0
14,1,CS,No_Deviant,7,4,8,1,5,3,5,0,7,3,0,2
14,2,CS,No_Deviant,3,1,7,4,2,5,3,2,1,0,0,5
14,3,CS,No_Deviant,5,7,1,8,3,6,3,2,5,0,0,6
14,4,CS,No_Deviant,6,2,5,1,4,7,6,2,5,0,0,7
14,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,0,0,3
14,7,CS,No_Deviant,5,1,7,4,2,8,5,1,7,0,0,8
14,9,CS,No_Deviant,7,4,2,6,1,5,1,6,4,2,0,3
14,10,CS,No_Deviant,2,7,5,1,4,8,0,0,0,1,4,8
14,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,0,0
14,12,CS,No_Deviant,5,7,2,8,1,4,6,4,0,0,0,0
14,13,CS,No_Deviant,8,3,6,2,5,7,8,6,3,2,0,0
14,14,CS,No_Deviant,3,1,7,4,6,8,3,1,7,0,0,0
14,15,CS,No_Deviant,5,7,3,6,2,4,0,0,0,6,2,4
14,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,4,0,0
14,17,CS,No_Deviant,4,2,8,6,3,7,4,2,8,0,0,7
14,19,CS,No_Deviant,4,2,8,6,3,5,2,4,8,6,0,0
14,20,CS,No_Deviant,2,6,4,8,1,7,2,4,6,8,0,0
14,21,CS,No_Deviant,5,2,7,3,8,4,5,3,4,7,0,0
14,22,CS,No_Deviant,4,6,2,8,5,3,2,5,6,0,0,0
14,23,CS,No_Deviant,3,1,8,5,2,6,2,3,0,0,0,6
14,24,CS,No_Deviant,2,4,7,1,8,5,2,4,7,5,3,1
14,25,CS,No_Deviant,8,1,5,2,6,3,5,1,3,8,0,0
14,26,CS,No_Deviant,4,6,3,7,2,8,0,0,0,7,6,4
14,28,CS,No_Deviant,7,3,1,6,2,5,7,3,1,4,0,0
14,29,CS,No_Deviant,4,8,6,3,7,2,8,0,0,0,7,2
14,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,4,5,0
14,31,CS,No_Deviant,6,2,8,1,4,7,6,8,4,0,7,2
14,32,CS,No_Deviant,4,6,3,7,1,5,0,0,0,0,0,0
14,33,CS,No_Deviant,5,3,6,4,2,8,0,0,6,4,8,2
14,34,CS,No_Deviant,6,8,4,7,1,3,6,5,0,0,1,3
14,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,1,0,0
14,37,CS,No_Deviant,8,5,1,7,3,6,8,1,7,0,0,0
14,38,CS,No_Deviant,3,7,4,2,6,8,3,7,4,1,0,0
14,39,CS,No_Deviant,5,2,7,3,1,6,5,7,2,4,0,0
14,40,CS,No_Deviant,4,7,2,6,8,3,4,2,7,6,0,0
14,42,CS,No_Deviant,4,7,3,8,5,2,4,3,7,8,0,0
14,43,CS,No_Deviant,5,3,7,2,4,1,3,4,2,0,0,0
14,44,CS,No_Deviant,4,1,8,6,2,5,0,0,0,6,2,5
14,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,7,0,0
14,5,CS,With_Deviant,5,8,1,4,7,2,0,0,0,0,7,2
14,8,CS,With_Deviant,2,7,4,1,5,3,0,0,0,0,3,5
14,18,CS,With_Deviant,5,3,7,1,4,6,7,5,3,7,0,0
14,27,CS,With_Deviant,6,2,8,3,5,1,3,6,8,4,0,0
14,35,CS,With_Deviant,4,7,2,5,3,6,0,0,0,5,3,6
14,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,0,0,0
14,1,SS,No_Deviant,2,5,1,8,4,6,0,0,0,8,4,6
14,2,SS,No_Deviant,7,1,4,2,6,8,7,1,5,0,2,0
14,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,6,0,0
14,4,SS,No_Deviant,3,6,8,1,7,5,0,0,0,7,2,-9
14,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,6,0,0
14,7,SS,No_Deviant,8,4,7,1,6,3,0,0,0,8,7,3
14,9,SS,No_Deviant,3,6,2,7,5,8,3,6,2,0,0,0
14,10,SS,No_Deviant,2,5,7,4,6,1,0,0,0,6,6,1
14,11,SS,No_Deviant,3,6,2,7,1,4,6,0,0,7,1,4
14,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,8,0,0
14,13,SS,No_Deviant,8,3,5,1,6,4,8,5,3,4,0,0
14,14,SS,No_Deviant,5,8,3,7,1,6,0,8,7,0,1,3
14,15,SS,No_Deviant,7,5,1,6,4,2,7,5,1,3,0,0
14,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,3,0
14,17,SS,No_Deviant,2,5,8,1,7,3,3,4,0,0,0,0
14,19,SS,No_Deviant,3,8,2,6,1,4,3,8,2,5,0,0
14,20,SS,No_Deviant,7,2,4,8,5,1,0,0,0,0,5,1
14,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,1,0,0
14,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,1,0,0
14,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,0,0,6
14,24,SS,No_Deviant,3,5,2,7,4,6,3,5,1,2,0,0
14,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,4,0,0
14,26,SS,No_Deviant,3,6,1,8,2,5,3,6,1,4,0,0
14,28,SS,No_Deviant,2,6,8,5,7,3,2,6,8,0,0,5
14,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,6,0,0
14,30,SS,No_Deviant,5,8,4,6,1,3,0,0,0,6,1,3
14,31,SS,No_Deviant,8,4,7,3,5,2,6,8,0,3,5,2
14,32,SS,No_Deviant,3,6,8,5,1,7,0,0,0,6,5,1
14,33,SS,No_Deviant,2,8,5,7,4,6,8,2,5,7,0,0
14,34,SS,No_Deviant,6,4,7,2,8,5,6,4,8,5,0,0
14,36,SS,No_Deviant,4,2,8,3,6,1,2,6,4,8,7,2
14,37,SS,No_Deviant,8,5,2,4,7,3,8,6,9,8,0,0
14,38,SS,No_Deviant,6,1,8,3,5,2,6,1,3,8,5,7
14,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,0,0
14,40,SS,No_Deviant,6,2,8,3,7,4,6,8,2,5,7,1
14,42,SS,No_Deviant,4,6,2,5,7,1,4,6,2,8,0,0
14,43,SS,No_Deviant,2,8,4,7,1,6,2,8,4,0,0,0
14,44,SS,No_Deviant,5,3,1,6,8,4,5,1,3,4,8,2
14,45,SS,No_Deviant,6,1,7,4,2,8,6,1,7,4,2,5
14,5,SS,With_Deviant,2,7,5,3,8,1,2,7,3,0,0,0
14,8,SS,With_Deviant,4,1,6,8,3,5,8,4,6,1,7,0
14,18,SS,With_Deviant,5,1,4,8,2,6,5,1,4,8,0,0
14,27,SS,With_Deviant,6,2,5,7,3,1,0,0,0,7,2,3
14,35,SS,With_Deviant,8,5,2,6,4,7,5,6,8,2,7,0
14,41,SS,With_Deviant,5,7,4,2,6,8,5,2,7,4,0,0
15,1,CS,No_Deviant,7,4,8,1,5,3,7,1,0,0,3,5
15,2,CS,No_Deviant,3,1,7,4,2,5,6,1,7,5,3,4
15,3,CS,No_Deviant,5,7,1,8,3,6,5,7,1,8,6,3
15,4,CS,No_Deviant,6,2,5,1,4,7,6,1,5,4,8,3
15,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,0,3,6
15,7,CS,No_Deviant,5,1,7,4,2,8,5,1,7,6,2,4
15,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,6,1,5
15,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,4,1,8
15,11,CS,No_Deviant,6,4,7,2,8,3,6,7,4,2,8,3
15,12,CS,No_Deviant,5,7,2,8,1,4,5,7,1,8,3,4
15,13,CS,No_Deviant,8,3,6,2,5,7,8,3,6,7,0,2
15,14,CS,No_Deviant,3,1,7,4,6,8,3,1,4,6,0,0
15,15,CS,No_Deviant,5,7,3,6,2,4,5,7,3,6,2,4
15,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,3,5,2
15,17,CS,No_Deviant,4,2,8,6,3,7,8,1,0,0,7,3
15,19,CS,No_Deviant,4,2,8,6,3,5,4,2,8,6,3,5
15,20,CS,No_Deviant,2,6,4,8,1,7,2,6,8,4,1,3
15,21,CS,No_Deviant,5,2,7,3,8,4,5,2,7,3,8,4
15,22,CS,No_Deviant,4,6,2,8,5,3,5,6,2,8,3,4
15,23,CS,No_Deviant,3,1,8,5,2,6,8,1,3,5,0,6
15,24,CS,No_Deviant,2,4,7,1,8,5,2,7,1,3,0,0
15,25,CS,No_Deviant,8,1,5,2,6,3,8,6,3,0,5,4
15,26,CS,No_Deviant,4,6,3,7,2,8,4,6,2,0,0,8
15,28,CS,No_Deviant,7,3,1,6,2,5,7,1,3,8,5,4
15,29,CS,No_Deviant,4,8,6,3,7,2,4,8,2,5,1,3
15,30,CS,No_Deviant,3,1,7,5,2,6,3,1,5,7,6,2
15,31,CS,No_Deviant,6,2,8,1,4,7,6,2,8,1,4,3
15,32,CS,No_Deviant,4,6,3,7,1,5,6,4,0,0,7,3
15,33,CS,No_Deviant,5,3,6,4,2,8,0,0,6,2,4,8
15,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,1,2
15,36,CS,No_Deviant,5,2,8,1,7,4,5,8,2,1,4,7
15,37,CS,No_Deviant,8,5,1,7,3,6,8,1,7,2,0,0
15,38,CS,No_Deviant,3,7,4,2,6,8,3,8,7,2,4,6
15,39,CS,No_Deviant,5,2,7,3,1,6,0,0,0,3,1,6
15,40,CS,No_Deviant,4,7,2,6,8,3,7,4,2,8,6,3
15,42,CS,No_Deviant,4,7,3,8,5,2,0,0,0,0,5,4
15,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,0,0,4
15,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,5
15,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,0,5,3
15,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,-9,-9,0
15,8,CS,With_Deviant,2,7,4,1,5,3,0,0,4,3,1,5
15,18,CS,With_Deviant,5,3,7,1,4,6,5,7,3,0,6,4
15,27,CS,With_Deviant,6,2,8,3,5,1,6,8,4,0,0,3
15,35,CS,With_Deviant,4,7,2,5,3,6,5,7,2,8,3,6
15,41,CS,With_Deviant,5,3,7,4,2,8,5,7,3,8,1,4
15,1,SS,No_Deviant,2,5,1,8,4,6,2,7,1,0,0,6
15,2,SS,No_Deviant,7,1,4,2,6,8,0,0,0,0,6,8
15,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,0,0,7
15,4,SS,No_Deviant,3,6,8,1,7,5,6,0,0,0,7,5
15,6,SS,No_Deviant,5,2,4,6,1,8,4,7,2,3,8,1
15,7,SS,No_Deviant,8,4,7,1,6,3,8,7,4,1,3,6
15,9,SS,No_Deviant,3,6,2,7,5,8,0,0,5,-9,3,3
15,10,SS,No_Deviant,2,5,7,4,6,1,7,5,4,8,6,3
15,11,SS,No_Deviant,3,6,2,7,1,4,6,3,2,7,1,4
15,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,1,6,3
15,13,SS,No_Deviant,8,3,5,1,6,4,5,2,6,8,1,4
15,14,SS,No_Deviant,5,8,3,7,1,6,8,1,4,0,6,3
15,15,SS,No_Deviant,7,5,1,6,4,2,8,4,1,0,0,3
15,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,7,5
15,17,SS,No_Deviant,2,5,8,1,7,3,3,7,5,1,4,0
15,19,SS,No_Deviant,3,8,2,6,1,4,8,6,1,4,0,0
15,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,0,0,0
15,21,SS,No_Deviant,2,6,3,1,4,7,0,3,1,4,7,0
15,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,8,1,3
15,23,SS,No_Deviant,4,1,7,3,6,8,4,1,3,0,6,8
15,24,SS,No_Deviant,3,5,2,7,4,6,6,5,2,0,7,4
15,25,SS,No_Deviant,5,1,7,4,8,2,5,7,1,2,4,6
15,26,SS,No_Deviant,3,6,1,8,2,5,3,6,1,0,0,7
15,28,SS,No_Deviant,2,6,8,5,7,3,8,6,2,5,7,3
15,29,SS,No_Deviant,3,7,5,1,8,4,7,3,5,1,8,4
15,30,SS,No_Deviant,5,8,4,6,1,3,5,8,4,6,1,3
15,31,SS,No_Deviant,8,4,7,3,5,2,6,4,1,5,3,2
15,32,SS,No_Deviant,3,6,8,5,1,7,3,7,1,0,8,4
15,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,4,0,4
15,34,SS,No_Deviant,6,4,7,2,8,5,6,7,4,0,8,5
15,36,SS,No_Deviant,4,2,8,3,6,1,8,4,6,5,2,7
15,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,7,3
15,38,SS,No_Deviant,6,1,8,3,5,2,6,1,8,7,3,5
15,39,SS,No_Deviant,5,8,2,7,4,1,5,8,4,7,1,3
15,40,SS,No_Deviant,6,2,8,3,7,4,5,2,8,0,7,4
15,42,SS,No_Deviant,4,6,2,5,7,1,6,2,8,5,0,4
15,43,SS,No_Deviant,2,8,4,7,1,6,4,8,0,0,6,2
15,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,8,4
15,45,SS,No_Deviant,6,1,7,4,2,8,6,1,5,2,0,0
15,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,8,3,1
15,8,SS,With_Deviant,4,1,6,8,3,5,4,1,6,8,3,5
15,18,SS,With_Deviant,5,1,4,8,2,6,5,1,0,8,6,2
15,27,SS,With_Deviant,6,2,5,7,3,1,6,2,4,0,3,3
15,35,SS,With_Deviant,8,5,2,6,4,7,8,5,2,0,7,4
15,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,8,6,2
16,1,CS,No_Deviant,7,4,8,1,5,3,7,4,8,5,1,3
16,2,CS,No_Deviant,3,1,7,4,2,5,3,1,7,4,5,2
16,3,CS,No_Deviant,5,7,1,8,3,6,5,7,3,1,8,6
16,4,CS,No_Deviant,6,2,5,1,4,7,6,2,5,1,4,0
16,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,6,4,0
16,7,CS,No_Deviant,5,1,7,4,2,8,5,7,1,4,2,6
16,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,6,5,3
16,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,0,0,8
16,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,8,3
16,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,8,1,4
16,13,CS,No_Deviant,8,3,6,2,5,7,8,3,6,7,2,5
16,14,CS,No_Deviant,3,1,7,4,6,8,3,1,7,4,0,8
16,15,CS,No_Deviant,5,7,3,6,2,4,5,7,3,6,4,2
16,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,3,5,2
16,17,CS,No_Deviant,4,2,8,6,3,7,4,8,6,3,7,2
16,19,CS,No_Deviant,4,2,8,6,3,5,4,2,8,6,3,1
16,20,CS,No_Deviant,2,6,4,8,1,7,2,6,4,8,1,7
16,21,CS,No_Deviant,5,2,7,3,8,4,5,2,3,7,0,4
16,22,CS,No_Deviant,4,6,2,8,5,3,4,6,2,8,5,3
16,23,CS,No_Deviant,3,1,8,5,2,6,3,1,2,8,6,5
16,24,CS,No_Deviant,2,4,7,1,8,5,2,4,7,0,8,5
16,25,CS,No_Deviant,8,1,5,2,6,3,8,1,5,6,2,0
16,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,7,2,8
16,28,CS,No_Deviant,7,3,1,6,2,5,7,3,1,6,2,5
16,29,CS,No_Deviant,4,8,6,3,7,2,4,8,6,3,7,2
16,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,5,2,6
16,31,CS,No_Deviant,6,2,8,1,4,7,6,2,8,7,5,1
16,32,CS,No_Deviant,4,6,3,7,1,5,7,6,3,7,5,1
16,33,CS,No_Deviant,5,3,6,4,2,8,5,3,6,4,2,8
16,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,3,1
16,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,7,4,1
16,37,CS,No_Deviant,8,5,1,7,3,6,8,5,1,7,3,6
16,38,CS,No_Deviant,3,7,4,2,6,8,3,7,4,5,2,6
16,39,CS,No_Deviant,5,2,7,3,1,6,5,2,7,3,1,6
16,40,CS,No_Deviant,4,7,2,6,8,3,7,7,2,6,1,3
16,42,CS,No_Deviant,4,7,3,8,5,2,4,7,3,8,5,2
16,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,2,4,1
16,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,3
16,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,7,3,1
16,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,7,4,6
16,8,CS,With_Deviant,2,7,4,1,5,3,4,7,1,5,3,0
16,18,CS,With_Deviant,5,3,7,1,4,6,5,3,7,1,4,2
16,27,CS,With_Deviant,6,2,8,3,5,1,6,0,0,0,1,3
16,35,CS,With_Deviant,4,7,2,5,3,6,4,7,2,5,3,6
16,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,0,2,8
16,1,SS,No_Deviant,2,5,1,8,4,6,2,5,1,4,6,3
16,2,SS,No_Deviant,7,1,4,2,6,8,7,1,4,0,0,8
16,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,6,3,0
16,4,SS,No_Deviant,3,6,8,1,7,5,3,6,8,1,5,2
16,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,6,8,1
16,7,SS,No_Deviant,8,4,7,1,6,3,8,4,7,6,1,3
16,9,SS,No_Deviant,3,6,2,7,5,8,3,6,2,7,5,0
16,10,SS,No_Deviant,2,5,7,4,6,1,2,5,7,4,6,3
16,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,5,1
16,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,7,8,1
16,13,SS,No_Deviant,8,3,5,1,6,4,8,3,5,6,4,1
16,14,SS,No_Deviant,5,8,3,7,1,6,5,8,3,7,1,6
16,15,SS,No_Deviant,7,5,1,6,4,2,7,5,1,6,4,2
16,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,0,3,5
16,17,SS,No_Deviant,2,5,8,1,7,3,2,5,8,7,1,3
16,19,SS,No_Deviant,3,8,2,6,1,4,3,8,2,6,1,4
16,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,8,5,1
16,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,0,4,0
16,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,8,1,3
16,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,3,6,8
16,24,SS,No_Deviant,3,5,2,7,4,6,3,5,7,4,6,2
16,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,8,4,2
16,26,SS,No_Deviant,3,6,1,8,2,5,3,6,1,8,5,2
16,28,SS,No_Deviant,2,6,8,5,7,3,2,6,8,7,5,3
16,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,0,0,8
16,30,SS,No_Deviant,5,8,4,6,1,3,5,8,4,6,1,3
16,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,6,3,2
16,32,SS,No_Deviant,3,6,8,5,1,7,3,6,8,5,1,2
16,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,7,4,6
16,34,SS,No_Deviant,6,4,7,2,8,5,6,4,7,2,8,5
16,36,SS,No_Deviant,4,2,8,3,6,1,4,8,2,6,3,1
16,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,7,3
16,38,SS,No_Deviant,6,1,8,3,5,2,6,1,8,3,5,2
16,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,4,1
16,40,SS,No_Deviant,6,2,8,3,7,4,6,2,8,3,7,4
16,42,SS,No_Deviant,4,6,2,5,7,1,4,6,2,5,7,3
16,43,SS,No_Deviant,2,8,4,7,1,6,2,8,4,7,1,6
16,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,8,4,6
16,45,SS,No_Deviant,6,1,7,4,2,8,8,1,6,4,2,7
16,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,3,8,1
16,8,SS,With_Deviant,4,1,6,8,3,5,4,6,1,8,0,0
16,18,SS,With_Deviant,5,1,4,8,2,6,5,1,4,8,2,6
16,27,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,3,1
16,35,SS,With_Deviant,8,5,2,6,4,7,8,5,2,6,4,7
16,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,6,8
17,1,CS,No_Deviant,7,4,8,1,5,3,4,4,8,1,2,5
17,2,CS,No_Deviant,3,1,7,4,2,5,3,1,7,4,2,5
17,3,CS,No_Deviant,5,7,1,8,3,6,5,7,1,8,3,6
17,4,CS,No_Deviant,6,2,5,1,4,7,6,2,5,1,4,7
17,6,CS,No_Deviant,8,2,5,7,4,6,8,5,2,7,4,6
17,7,CS,No_Deviant,5,1,7,4,2,8,5,1,7,8,4,6
17,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,6,1,5
17,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,1,4,8
17,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,8,3
17,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,8,1,4
17,13,CS,No_Deviant,8,3,6,2,5,7,8,3,6,2,5,7
17,14,CS,No_Deviant,3,1,7,4,6,8,3,1,6,4,7,8
17,15,CS,No_Deviant,5,7,3,6,2,4,5,3,7,6,2,4
17,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,0,5,2
17,17,CS,No_Deviant,4,2,8,6,3,7,4,2,8,6,3,7
17,19,CS,No_Deviant,4,2,8,6,3,5,4,2,8,6,3,7
17,20,CS,No_Deviant,2,6,4,8,1,7,2,6,4,8,1,7
17,21,CS,No_Deviant,5,2,7,3,8,4,5,2,7,8,3,4
17,22,CS,No_Deviant,4,6,2,8,5,3,4,6,2,8,5,3
17,23,CS,No_Deviant,3,1,8,5,2,6,3,1,8,6,2,5
17,24,CS,No_Deviant,2,4,7,1,8,5,2,4,7,1,8,5
17,25,CS,No_Deviant,8,1,5,2,6,3,8,1,5,2,6,3
17,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,7,2,8
